Дата и время;Tвх,        ⁰С;Pвх, кг/см2;Tвых,       ⁰С;Pвых, кг/см2;Q, м3/час
16.11.2017 8:00;5;32,7;11;5,8;2200
16.11.2017;5;32,8;11;5,8;2200
16.11.2017 4:00;5;32,8;11;5,8;2100
16.11.2017 2:00;5;32,8;10;5,8;2100
16.11.2017 0:00;5;32,8;10;5,8;2100
15.11.2017 22:00;5;32,7;11;5,8;2200
15.11.2017 20:00;5;32,6;11;5,8;2200
15.11.2017 18:00;5;32,4;11;5,8;2200
15.11.2017 16:00;5;32,2;12;5,8;2200
15.11.2017 14:00;5;32,3;11;5,8;2200
15.11.2017 12:00;5;32,4;11;5,8;2200
15.11.2017 10:00;5;32,7;11;5,8;2200
15.11.2017 8:00;5;32,6;10;5,8;2200
15.11.2017;5;32,4;11;5,8;2200
15.11.2017 4:00;5;32,1;11;5,8;2100
15.11.2017 2:00;5;32,2;12;5,8;2200
15.11.2017 0:00;5;32,6;12;5,8;2200
14.11.2017 22:00;5;32,8;12;5,8;2300
14.11.2017 20:00;5;32,4;12;5,8;2300
14.11.2017 18:00;5;32,3;12;5,8;2200
14.11.2017 16:00;5;32,6;13;5,8;2300
14.11.2017 14:00;5;32,8;14;5,8;2000
14.11.2017 12:00;5;32,7;14;5,8;2000
14.11.2017 10:00;5;32,4;14;5,8;1400
14.11.2017 8:00;5;32,2;11;5,8;1900
14.11.2017;5;32,5;11;5,8;2300
14.11.2017 4:00;5;32,6;11;5,8;2300
14.11.2017 2:00;5;32,4;10;5,8;2300
14.11.2017 0:00;5;32,2;10;5,8;2300
13.11.2017 22:00;5;32;11;5,8;2300
13.11.2017 20:00;5;32,2;10;5,8;2300
13.11.2017 18:00;5;32,6;10;5,8;2300
13.11.2017 16:00;5;32,4;10;5,8;2300
13.11.2017 14:00;5;32,3;11;5,8;2300
13.11.2017 12:00;5;32;11;5,8;2300
13.11.2017 10:00;5;32,2;11;5,8;2300
13.11.2017 8:00;5;32,1;11;5,8;2300
13.11.2017;5;32,5;11;5,8;2300
13.11.2017 4:00;5;32,4;11;5,8;2300
13.11.2017 2:00;5;31,8;12;5,8;2300
13.11.2017 0:00;5;31,4;12;5,8;2300
12.11.2017 22:00;5;31,6;11;5,8;2300
12.11.2017 20:00;5;32,2;11;5,8;2300
12.11.2017 18:00;6;32,6;11;5,8;2300
12.11.2017 16:00;6;32,8;11;5,8;2300
12.11.2017 14:00;6;33,4;12;5,8;2300
12.11.2017 12:00;6;33,9;11;5,8;2300
12.11.2017 10:00;6;34,1;12;5,8;2300
12.11.2017 8:00;6;34,1;14;5,8;2200
12.11.2017;6;34,1;16;5,8;2200
12.11.2017 4:00;6;33,9;16;5,8;2200
12.11.2017 2:00;6;33,8;14;5,8;2100
12.11.2017 0:00;6;33,7;10;5,8;2200
11.11.2017 22:00;6;33,6;10;5,8;2200
11.11.2017 20:00;6;33,6;10;5,8;2300
11.11.2017 18:00;6;33,8;10;5,8;2300
11.11.2017 16:00;6;33,7;10;5,8;2300
11.11.2017 14:00;6;33,7;10;5,8;2300
11.11.2017 12:00;6;33,8;11;5,8;2200
11.11.2017 10:00;6;34,1;10;5,8;2300
11.11.2017 8:00;6;34,3;11;5,8;2200
11.11.2017;6;34,4;11;5,8;2200
11.11.2017 4:00;6;34,6;11;5,8;2100
11.11.2017 2:00;6;34,5;11;5,8;2100
11.11.2017 0:00;6;34;10;5,8;2100
10.11.2017 22:00;6;33,7;10;5,8;2200
10.11.2017 20:00;6;33,8;11;5,8;2200
10.11.2017 18:00;6;33,9;11;5,8;2200
10.11.2017 16:00;6;34;11;5,8;2200
10.11.2017 14:00;6;34;11;5,8;2200
10.11.2017 12:00;6;34,1;11;5,8;2200
10.11.2017 10:00;6;34,3;11;5,8;2200
10.11.2017 8:00;6;34,1;11;5,8;2200
10.11.2017;6;34,1;11;5,8;2200
10.11.2017 4:00;6;34,1;11;5,8;2200
10.11.2017 2:00;6;34,1;11;5,8;2200
10.11.2017 0:00;6;34,1;11;5,8;2200
09.11.2017 22:00;6;34,1;10;5,8;2200
09.11.2017 20:00;6;34,1;11;5,8;2300
09.11.2017 18:00;6;34,1;10;5,8;2300
09.11.2017 16:00;6;34,3;11;5,8;2200
09.11.2017 14:00;6;34,3;10;5,8;2200
09.11.2017 12:00;6;34,5;10;5,8;2100
09.11.2017 10:00;6;34,5;10;5,8;2200
09.11.2017 8:00;6;33,8;11;5,8;2200
09.11.2017;6;32,7;12;5,8;2200
09.11.2017 4:00;6;32,5;12;5,8;2100
09.11.2017 2:00;6;32;12;5,8;2100
09.11.2017 0:00;6;32;12;5,8;2100
08.11.2017 22:00;6;32,1;12;5,8;2200
08.11.2017 20:00;6;32,1;12;5,8;2200
08.11.2017 18:00;6;32,2;12;5,8;2200
08.11.2017 16:00;6;32,3;12;5,8;2200
08.11.2017 14:00;6;32,5;12;5,8;2200
08.11.2017 12:00;6;32,6;12;5,8;2200
08.11.2017 10:00;6;32,6;12;5,8;2200
08.11.2017 8:00;6;32,6;12;5,8;2200
08.11.2017;6;32,6;12;5,8;2200
08.11.2017 4:00;6;32,5;12;5,8;2100
08.11.2017 2:00;6;32,5;12;5,8;2100
08.11.2017 0:00;6;32,7;12;5,8;2100
07.11.2017 22:00;6;33;12;5,8;2200
07.11.2017 20:00;6;32,9;12;5,8;2200
07.11.2017 18:00;6;32,5;12;5,8;2200
07.11.2017 16:00;6;32,3;12;5,8;2200
07.11.2017 14:00;6;32,5;12;5,8;2100
07.11.2017 12:00;6;32,9;13;5,8;2100
07.11.2017 10:00;6;33,1;12;5,8;2200
07.11.2017 8:00;6;32,9;12;5,8;2200
07.11.2017;6;32,7;13;5,8;2200
07.11.2017 4:00;6;32,6;13;5,9;2100
07.11.2017 2:00;6;32,1;13;5,9;2100
07.11.2017 0:00;6;31,9;13;5,8;2100
06.11.2017 22:00;6;31,8;12;5,8;2100
06.11.2017 20:00;6;31,6;13;5,8;2200
06.11.2017 18:00;6;31,5;12;5,8;2200
06.11.2017 16:00;6;31,4;12;5,8;2200
06.11.2017 14:00;6;31,5;12;5,8;2200
06.11.2017 12:00;6;32;12;5,8;2200
06.11.2017 10:00;6;32,1;13;5,8;2100
06.11.2017 8:00;6;31,9;13;5,8;2200
06.11.2017;6;31,8;13;5,8;2100
06.11.2017 4:00;6;31,7;13;5,8;2200
06.11.2017 2:00;6;31,6;13;5,8;2100
06.11.2017 0:00;6;31,4;12;5,8;2200
05.11.2017 22:00;6;31,4;12;5,8;2200
05.11.2017 20:00;6;31,3;12;5,8;2200
05.11.2017 18:00;6;31,8;12;5,8;2200
05.11.2017 16:00;6;32;12;5,8;2200
05.11.2017 14:00;6;31,8;13;5,8;2200
05.11.2017 12:00;6;31,6;13;5,8;2200
05.11.2017 10:00;6;31,6;15;5,8;2200
05.11.2017 8:00;6;31,5;14;5,8;2200
05.11.2017;6;31,5;14;5,8;2200
05.11.2017 4:00;6;31,5;14;5,8;2100
05.11.2017 2:00;6;32,1;14;5,8;2100
05.11.2017 0:00;6;32,2;15;5,8;2100
04.11.2017 22:00;6;31,9;16;5,8;2200
04.11.2017 20:00;6;31,8;15;5,8;2200
04.11.2017 18:00;6;31,8;18;5,8;2200
04.11.2017 16:00;6;31,9;16;5,8;2200
04.11.2017 14:00;6;32;8;5,8;2200
04.11.2017 12:00;6;32;10;5,8;2200
04.11.2017 10:00;6;32;15;5,8;2200
04.11.2017 8:00;6;32;18;5,8;2200
04.11.2017;7;31,9;8;5,8;2100
04.11.2017 4:00;7;31,7;10;5,8;2100
04.11.2017 2:00;7;31,8;14;5,8;2100
04.11.2017 0:00;7;32,2;16;5,8;2100
03.11.2017 22:00;7;32,5;10;5,8;2100
03.11.2017 20:00;7;32,1;15;5,8;2200
03.11.2017 18:00;7;32,2;16;5,8;2200
03.11.2017 16:00;7;32;17;5,8;2200
03.11.2017 14:00;7;32,2;8;5,8;2200
03.11.2017 12:00;7;32,2;10;5,8;2100
03.11.2017 10:00;7;32,2;13;5,8;2200
03.11.2017 8:00;7;32,3;12;5,8;2200
03.11.2017;7;32,3;11;5,8;2100
03.11.2017 4:00;7;32,2;15;5,8;2100
03.11.2017 2:00;7;32,2;14;5,8;2200
03.11.2017 0:00;7;32,1;14;5,8;2100
02.11.2017 22:00;7;32,1;11;5,8;2100
02.11.2017 20:00;7;32,1;10;5,8;2100
02.11.2017 18:00;7;32,3;11;5,8;2100
02.11.2017 16:00;7;32,3;14;5,8;2100
02.11.2017 14:00;7;32,2;18;5,8;2100
02.11.2017 12:00;7;32,1;8;5,8;2100
02.11.2017 10:00;7;32,3;9;5,8;2100
02.11.2017 8:00;7;32,8;12;5,8;2200
02.11.2017;7;32,8;12;5,8;2200
02.11.2017 4:00;7;32,5;12;5,9;2100
02.11.2017 2:00;7;32,3;8;5,8;2100
02.11.2017 0:00;7;32,5;12;5,8;2100
01.11.2017 22:00;7;32,8;15;5,8;2100
01.11.2017 20:00;7;33;14;5,8;2100
01.11.2017 18:00;7;33,1;16;5,8;2200
01.11.2017 16:00;7;32,8;10;5,8;2100
01.11.2017 14:00;7;32,5;13;5,8;2100
01.11.2017 12:00;7;32,4;17;5,8;2100
01.11.2017 10:00;7;32,3;15;5,8;2100
01.11.2017 8:00;7;32,4;9;5,8;2100
01.11.2017;7;32,5;11;5,8;2100
01.11.2017 4:00;7;32,7;13;5,8;2000
01.11.2017 2:00;7;32,7;16;5,8;2000
01.11.2017 0:00;7;32,7;11;5,8;2000
31.10.2017 22:00;7;32,7;12;5,8;2100
31.10.2017 20:00;7;32,4;12;5,8;2100
31.10.2017 18:00;7;32,4;16;5,8;2100
31.10.2017 16:00;7;32,6;14;5,8;2100
31.10.2017 14:00;7;32,3;10;5,8;2000
31.10.2017 12:00;7;32,2;11;5,8;2100
31.10.2017 10:00;7;32,5;14;5,8;1900
31.10.2017 8:00;7;32,7;18;5,8;2000
31.10.2017;7;32,9;8;5,8;2100
31.10.2017 4:00;7;32,7;5;5,9;2100
31.10.2017 2:00;7;32,7;6;5,9;2200
31.10.2017 0:00;7;32,7;5;5,8;2100
30.10.2017 22:00;7;32,4;5;5,8;2100
30.10.2017 20:00;7;32,1;7;5,8;2200
30.10.2017 18:00;7;32,1;7;5,8;2200
30.10.2017 16:00;7;32;4;5,8;2200
30.10.2017 14:00;7;32;9;5,8;2200
30.10.2017 12:00;7;32;14;5,8;2200
30.10.2017 10:00;7;32;14;5,8;2200
30.10.2017 8:00;7;32;14;5,8;2200
30.10.2017;7;31,9;12;5,8;2200
30.10.2017 4:00;7;31,6;11;5,8;2100
30.10.2017 2:00;8;30,9;9;5,9;1500
30.10.2017 0:00;7;11;4;5,6;1800
29.10.2017 22:00;7;11,1;4;5,6;1800
29.10.2017 20:00;7;11,1;4;5,4;1900
29.10.2017 18:00;7;11,3;4;5,4;1900
29.10.2017 16:00;7;11,5;4;5,5;1400
29.10.2017 14:00;6;10,4;25;5,9;1300
29.10.2017 12:00;7;12,8;23;5,9;2300
29.10.2017 10:00;7;14,2;23;5,9;2300
29.10.2017 8:00;7;15,6;22;5,8;2400
29.10.2017;7;17;22;5,8;2200
29.10.2017 4:00;7;18,3;21;5,9;2300
29.10.2017 2:00;7;19,5;21;5,9;2200
29.10.2017 0:00;7;16;21;5,9;2200
28.10.2017 22:00;7;17,3;22;5,9;2300
28.10.2017 20:00;7;18,6;21;5,9;2200
28.10.2017 18:00;7;17;22;5,9;2200
28.10.2017 16:00;7;18,3;21;5,9;2200
28.10.2017 14:00;7;19,6;20;5,9;2200
28.10.2017 12:00;7;21;20;5,9;2200
28.10.2017 10:00;7;22,3;19;5,9;2200
28.10.2017 8:00;7;23,7;8;5,9;2300
28.10.2017;7;25;18;5,9;2200
28.10.2017 4:00;7;26,3;17;5,9;2200
28.10.2017 2:00;7;27,5;17;5,9;2100
28.10.2017 0:00;7;28,9;17;5,9;2100
27.10.2017 22:00;7;30,1;17;5,9;2200
27.10.2017 20:00;7;31,4;17;5,9;2100
27.10.2017 18:00;7;31,6;17;5,9;2100
27.10.2017 16:00;7;32;17;5,9;2200
27.10.2017 14:00;7;32,5;17;5,9;2100
27.10.2017 12:00;7;32,8;17;5,9;2000
27.10.2017 10:00;7;33,5;17;5,9;2100
27.10.2017 8:00;7;33,7;17;5,9;2100
27.10.2017;8;33,7;17;5,9;2100
27.10.2017 4:00;8;33,6;17;5,9;2100
27.10.2017 2:00;8;33,3;17;5,9;2000
27.10.2017 0:00;8;32,3;17;5,9;2100
26.10.2017 22:00;8;31,9;17;5,9;2100
26.10.2017 20:00;8;31,8;17;5,9;2100
26.10.2017 18:00;8;32;17;5,9;2200
26.10.2017 16:00;8;32,1;17;5,9;2100
26.10.2017 14:00;8;32,2;17;5,9;2000
26.10.2017 12:00;8;32,1;18;5,9;2100
26.10.2017 10:00;8;32,1;18;5,9;2100
26.10.2017 8:00;8;32;18;5,9;2100
26.10.2017;8;31,9;17;5,9;2100
26.10.2017 4:00;8;31,7;16;5,8;2100
26.10.2017 2:00;8;31,8;16;5,8;2100
26.10.2017 0:00;8;31,8;16;5,9;2100
25.10.2017 22:00;8;31,7;17;5,9;2100
25.10.2017 20:00;8;31,6;17;5,9;2200
25.10.2017 18:00;8;32;16;5,8;2200
25.10.2017 16:00;8;32,2;17;5,8;2200
25.10.2017 14:00;8;31,9;17;5,8;2200
25.10.2017 12:00;8;31,7;17;5,8;2200
25.10.2017 10:00;8;32;17;5,8;2200
25.10.2017 8:00;8;32,2;17;5,8;2200
25.10.2017;8;32,4;16;5,8;2200
25.10.2017 4:00;8;33;16;5,8;2300
25.10.2017 2:00;8;33,7;15;5,8;2300
25.10.2017 0:00;8;33,7;16;5,8;2300
24.10.2017 22:00;8;33,6;15;5,8;2300
24.10.2017 20:00;8;33,4;15;5,8;2300
24.10.2017 18:00;8;33,5;15;5,8;2300
24.10.2017 16:00;8;33,5;15;5,9;2300
24.10.2017 14:00;8;33,4;16;5,9;2300
24.10.2017 12:00;8;32,8;16;5,9;2300
24.10.2017 10:00;8;33;16;5,9;2200
24.10.2017 8:00;8;32,9;16;5,9;2300
24.10.2017;8;33,1;16;5,8;2500
24.10.2017 4:00;8;33,3;17;5,9;2200
24.10.2017 2:00;8;33,3;17;5,9;2200
24.10.2017 0:00;8;33,3;18;5,9;2300
23.10.2017 22:00;8;33,5;18;5,9;2200
23.10.2017 20:00;8;33,5;20;5,9;2100
23.10.2017 18:00;8;33,6;21;5,9;2100
23.10.2017 16:00;8;33,5;18;5,9;1900
23.10.2017 14:00;8;33,5;19;5,9;800
23.10.2017 12:00;8;33,4;19;5,9;2100
23.10.2017 10:00;8;33,2;18;5,9;2100
23.10.2017 8:00;8;33,6;18;5,9;2100
23.10.2017;8;34;17;5,9;2100
23.10.2017 4:00;8;33,7;18;5,9;1900
23.10.2017 2:00;8;33,5;18;5,9;1900
23.10.2017 0:00;8;33,7;18;5,9;2000
22.10.2017 22:00;8;34;19;5,9;2000
22.10.2017 20:00;8;33,7;20;5,9;2100
22.10.2017 18:00;8;33,5;20;5,9;2100
22.10.2017 16:00;8;33,9;20;5,9;2000
22.10.2017 14:00;8;34,1;19;5,9;2000
22.10.2017 12:00;8;33,7;19;5,9;2100
22.10.2017 10:00;8;33,6;18;5,9;2100
22.10.2017 8:00;8;33,9;18;5,9;2100
22.10.2017;8;34,1;18;5,9;2000
22.10.2017 4:00;8;33,8;18;5,9;2000
22.10.2017 2:00;8;33,5;18;5,9;2000
22.10.2017 0:00;8;33,8;18;5,9;2000
21.10.2017 22:00;8;34;18;5,9;2100
21.10.2017 20:00;8;33,7;18;5,9;2100
21.10.2017 18:00;8;33,6;18;5,9;2100
21.10.2017 16:00;8;34;18;5,9;2000
21.10.2017 14:00;8;33,9;18;5,9;1900
21.10.2017 12:00;8;33,6;18;5,9;1900
21.10.2017 10:00;8;33,8;19;5,9;1900
21.10.2017 8:00;8;34,2;19;5,9;1900
21.10.2017;8;33,9;19;5,9;1900
21.10.2017 4:00;8;33,7;19;5,8;1800
21.10.2017 2:00;8;34,1;18;5,9;1800
21.10.2017 0:00;8;34,1;19;5,9;1800
20.10.2017 22:00;8;33,8;18;5,9;1900
20.10.2017 20:00;8;33,6;18;5,8;1900
20.10.2017 18:00;8;34,2;1;5,8;1900
20.10.2017 16:00;8;34,2;2;5,8;1900
20.10.2017 14:00;8;34;7;5,8;1800
20.10.2017 12:00;8;32,3;8;5,8;1800
20.10.2017 10:00;8;32,2;20;5,9;1700
20.10.2017 8:00;8;32,2;20;5,9;1700
20.10.2017;8;32;21;5,9;1700
20.10.2017 4:00;8;32;21;5,9;1700
20.10.2017 2:00;8;31,8;20;5,9;1700
20.10.2017 0:00;8;32,1;20;5,9;1700
19.10.2017 22:00;8;32,3;20;5,9;1900
19.10.2017 20:00;8;32,2;20;5,9;1900
19.10.2017 18:00;8;32,1;21;5,8;1800
19.10.2017 16:00;8;32,6;22;5,8;1700
19.10.2017 14:00;8;32,9;22;5,8;1800
19.10.2017 12:00;8;33,1;20;5,8;1700
19.10.2017 10:00;8;32,8;21;5,8;1700
19.10.2017 8:00;8;32,6;23;5,9;1700
19.10.2017;8;32,3;22;5,9;1800
19.10.2017 4:00;8;32,4;23;5,9;1800
19.10.2017 2:00;8;32,8;23;5,9;1600
19.10.2017 0:00;8;32,9;23;5,9;1700
18.10.2017 22:00;8;32,5;23;5,9;1800
18.10.2017 20:00;8;32,3;23;5,9;1800
18.10.2017 18:00;8;32,6;23;5,9;1900
18.10.2017 16:00;8;32,9;23;5,8;1700
18.10.2017 14:00;8;33;22;5,9;1700
18.10.2017 12:00;8;33,7;23;5,9;1700
18.10.2017 10:00;9;33,5;23;5,9;1800
18.10.2017 8:00;10;33,1;23;5,8;1800
18.10.2017;10;33,3;23;5,8;1800
18.10.2017 4:00;10;33,2;24;5,8;1600
18.10.2017 2:00;10;32,4;23;5,8;1700
18.10.2017 0:00;10;32,2;23;5,8;1700
17.10.2017 22:00;10;32,6;22;5,8;1700
17.10.2017 20:00;10;32,9;23;5,9;1700
17.10.2017 18:00;10;33,1;21;5,8;1700
17.10.2017 16:00;10;33,2;24;5,9;1700
17.10.2017 14:00;11;33,3;24;5,9;1700
17.10.2017 12:00;11;33,2;23;5,9;1600
17.10.2017 10:00;10;33;23;5,9;1800
17.10.2017 8:00;9;32,6;24;5,9;1800
17.10.2017;9;32,3;24;5,9;1800
17.10.2017 4:00;9;32,4;21;5,9;1600
17.10.2017 2:00;9;32,4;21;5,9;1600
17.10.2017 0:00;9;32,4;21;5,9;1700
16.10.2017 22:00;9;32,6;21;5,9;1800
16.10.2017 20:00;9;32,7;21;5,9;1800
16.10.2017 18:00;9;32,7;21;5,9;1800
16.10.2017 16:00;9;33;19;5,9;1600
16.10.2017 14:00;9;32,5;18;5,9;1500
16.10.2017 12:00;9;32,2;20;5,9;1700
16.10.2017 10:00;9;32,2;2;5,9;1700
16.10.2017 8:00;9;32,2;2;5,9;1800
16.10.2017;9;32,3;3;5,9;1700
16.10.2017 4:00;9;32,5;3;5,9;1500
16.10.2017 2:00;9;32,4;3;5,9;1600
16.10.2017 0:00;9;32,4;2;5,9;1700
15.10.2017 22:00;9;32,4;2;5,9;1800
15.10.2017 20:00;9;32,4;3;5,9;1800
15.10.2017 18:00;9;32,6;3;5,9;1800
15.10.2017 16:00;9;32,7;4;5,9;1700
15.10.2017 14:00;9;32,7;4;5,9;1700
15.10.2017 12:00;9;32,6;4;5,9;1800
15.10.2017 10:00;9;32,3;4;5,9;1900
15.10.2017 8:00;9;32;3;5,9;1900
15.10.2017;9;32,2;4;5,9;1800
15.10.2017 4:00;9;32,4;4;5,9;1700
15.10.2017 2:00;9;32,6;4;6;1700
15.10.2017 0:00;9;32,7;4;6;1700
14.10.2017 22:00;9;32,8;4;5,9;1900
14.10.2017 20:00;9;32,3;4;5,9;1900
14.10.2017 18:00;9;32;4;5,9;1900
14.10.2017 16:00;9;32;3;5,9;1700
14.10.2017 14:00;8;32,2;3;5,9;1700
14.10.2017 12:00;8;32,4;3;5,9;1800
14.10.2017 10:00;8;32,5;2;5,9;1900
14.10.2017 8:00;8;32,6;2;5,9;1800
14.10.2017;9;32,2;3;5,9;1700
14.10.2017 4:00;9;32,1;3;5,9;1700
14.10.2017 2:00;9;32,3;3;5,9;1700
14.10.2017 0:00;9;32,4;3;5,9;1700
13.10.2017 22:00;9;32,6;3;5,9;1800
13.10.2017 20:00;9;32,4;3;5,9;1800
13.10.2017 18:00;9;32;4;5,9;1800
13.10.2017 16:00;9;32,1;5;5,9;1700
13.10.2017 14:00;9;32,3;5;5,9;1600
13.10.2017 12:00;9;32,3;6;6;1600
13.10.2017 10:00;9;32,4;5;6;1600
13.10.2017 8:00;9;32,5;5;5,9;1700
13.10.2017;9;32,7;5;5,9;1700
13.10.2017 4:00;9;32,5;5;6;1600
13.10.2017 2:00;9;32;4;6;1700
13.10.2017 0:00;9;32;4;6;1700
12.10.2017 22:00;9;32,3;5;6;1700
12.10.2017 20:00;9;32,4;5;6;1800
12.10.2017 18:00;9;32,5;5;6;1700
12.10.2017 16:00;9;31,6;5;6;1600
12.10.2017 14:00;9;31,8;5;6;1600
12.10.2017 12:00;9;32,2;4;6;1600
12.10.2017 10:00;9;32,2;4;6;1600
12.10.2017 8:00;9;32,4;4;6;1700
12.10.2017;9;32,6;3;5,9;1700
12.10.2017 4:00;9;32,4;3;5,9;1600
12.10.2017 2:00;9;32;5;5,9;1600
12.10.2017 0:00;9;32,2;5;5,9;1600
11.10.2017 22:00;9;32,4;5;5,9;1700
11.10.2017 20:00;9;32,5;5;5,9;1700
11.10.2017 18:00;9;32,7;5;5,9;1700
11.10.2017 16:00;9;33,2;5;6;1500
11.10.2017 14:00;9;33,7;5;6;1500
11.10.2017 12:00;9;32,9;4;5,9;1600
11.10.2017 10:00;9;32,5;3;5,9;1700
11.10.2017 8:00;9;32,5;3;5,9;1700
11.10.2017;9;32,7;3;5,9;1700
11.10.2017 4:00;9;32,8;3;5,9;1600
11.10.2017 2:00;9;32,8;3;5,9;1500
11.10.2017 0:00;9;32,7;3;5,9;1500
10.10.2017 22:00;9;33;3;5,9;1600
10.10.2017 20:00;9;33,3;3;5,9;1600
10.10.2017 18:00;9;32,8;4;5,9;1600
10.10.2017 16:00;9;32,5;6;6;1400
10.10.2017 14:00;9;32,1;5;6;1300
10.10.2017 12:00;9;33,3;4;6;1500
10.10.2017 10:00;9;33,4;4;5,9;1700
10.10.2017 8:00;9;33,4;3;5,9;1800
10.10.2017;9;33,6;3;5,9;1800
10.10.2017 4:00;9;33,7;3;6;1700
10.10.2017 2:00;9;33,8;3;6;1700
10.10.2017 0:00;9;33,8;3;6;1700
09.10.2017 22:00;9;34;3;5,9;1800
09.10.2017 20:00;9;34;2;5,9;1800
09.10.2017 18:00;10;33,9;3;5,9;1800
09.10.2017 16:00;10;33,4;3;5,9;1600
09.10.2017 14:00;9;32;3;5,9;1600
09.10.2017 12:00;9;31,9;3;5,9;1700
09.10.2017 10:00;9;32,2;3;5,9;1800
09.10.2017 8:00;9;32,6;3;5,9;1800
09.10.2017;9;32,5;3;5,9;1800
09.10.2017 4:00;9;32,6;5;6;1700
09.10.2017 2:00;9;32,3;5;6;1700
09.10.2017 0:00;9;32;4;6;1700
08.10.2017 22:00;9;32;4;5,9;1800
08.10.2017 20:00;9;32;3;5,9;1800
08.10.2017 18:00;9;32,1;5;5,9;1800
08.10.2017 16:00;9;32,2;5;6;1700
08.10.2017 14:00;9;32,3;5;6;1800
08.10.2017 12:00;9;32,3;4;6;1900
08.10.2017 10:00;9;32,3;4;5,9;1900
08.10.2017 8:00;9;32,3;4;5,9;1800
08.10.2017;9;32,3;5;5,9;1800
08.10.2017 4:00;9;32,2;5;6;1700
08.10.2017 2:00;9;32,1;5;6;1700
08.10.2017 0:00;9;32,1;5;6;1700
07.10.2017 22:00;9;31,6;5;6;1800
07.10.2017 20:00;9;31,1;5;6;1800
07.10.2017 18:00;9;31,4;5;6;1900
07.10.2017 16:00;9;31,7;5;6;1800
07.10.2017 14:00;9;31,5;5;6;1800
07.10.2017 12:00;9;31,8;4;5,9;1900
07.10.2017 10:00;9;33,6;4;5,9;1800
07.10.2017 8:00;9;33,9;4;5,9;1800
07.10.2017;9;33,7;3;5,9;1800
07.10.2017 4:00;9;33,2;4;5,9;1700
07.10.2017 2:00;9;32;5;6;1700
07.10.2017 0:00;9;28,8;6;6;1800
06.10.2017 22:00;9;28,7;6;5,9;1900
06.10.2017 20:00;9;30;6;5,9;1900
06.10.2017 18:00;9;31,5;6;5,9;1800
06.10.2017 16:00;9;31,3;6;6;1800
06.10.2017 14:00;9;30,4;6;6;1800
06.10.2017 12:00;9;28,3;6;6;1700
06.10.2017 10:00;9;27;6;5,9;1800
06.10.2017 8:00;9;26,5;6;5,9;1900
06.10.2017;9;27,3;6;5,9;1900
06.10.2017 4:00;9;28,2;6;5,9;1700
06.10.2017 2:00;9;29,7;5;5,9;1700
06.10.2017 0:00;9;31,1;5;5,9;1700
05.10.2017 22:00;9;31,6;5;6;1800
05.10.2017 20:00;9;32,3;4;5,9;1900
05.10.2017 18:00;9;33,9;4;5,9;1800
05.10.2017 16:00;9;33,8;4;5,9;1800
05.10.2017 14:00;9;33,9;4;5,9;1800
05.10.2017 12:00;9;32,8;5;5,9;1800
05.10.2017 10:00;9;30,2;6;5,9;1800
05.10.2017 8:00;9;28,8;5;5,9;2000
05.10.2017;9;29;5;5,9;1900
05.10.2017 4:00;9;29,4;5;5,9;1800
05.10.2017 2:00;9;30,2;5;5,9;1700
05.10.2017 0:00;9;31,8;4;6;1800
04.10.2017 22:00;9;32,4;4;5,9;1900
04.10.2017 20:00;9;32,1;5;5,9;1900
04.10.2017 18:00;10;32,6;5;5,9;1800
04.10.2017 16:00;10;32,7;5;5,9;1800
04.10.2017 14:00;9;32,7;6;5,9;1700
04.10.2017 12:00;9;32,6;5;6;1700
04.10.2017 10:00;9;32,6;5;6;1800
04.10.2017 8:00;9;33;4;5,9;1900
04.10.2017;9;33,1;3;5,9;1800
04.10.2017 4:00;9;33,1;3;5,9;1700
04.10.2017 2:00;9;33,1;3;5,9;1700
04.10.2017 0:00;9;33;3;5,9;1700
03.10.2017 22:00;9;32,7;3;5,9;1800
03.10.2017 20:00;9;32,1;3;5,9;1800
03.10.2017 18:00;9;31,7;5;5,9;1800
03.10.2017 16:00;9;31,7;5;5,9;1800
03.10.2017 14:00;9;31,6;5;6;1800
03.10.2017 12:00;9;31,5;5;6;1800
03.10.2017 10:00;9;31;5;5,9;1800
03.10.2017 8:00;9;31,7;4;6;1900
03.10.2017;9;31,9;5;5,9;1800
03.10.2017 4:00;9;32,4;3;6;500
03.10.2017 2:00;9;32,4;3;6;1700
03.10.2017 0:00;9;32,3;3;6;1800
02.10.2017 22:00;9;32,3;3;6;1800
02.10.2017 20:00;9;32,4;4;5,9;1800
02.10.2017 18:00;9;33,4;4;5,9;1900
02.10.2017 16:00;9;34,3;4;5,9;1800
02.10.2017 14:00;9;34,4;4;6;1800
02.10.2017 12:00;9;34,2;4;5,9;1800
02.10.2017 10:00;9;33;4;5,9;1700
02.10.2017 8:00;8;33;4;5,9;1900
02.10.2017;9;32,3;4;5,9;1800
02.10.2017 4:00;9;31,9;4;5,9;1700
02.10.2017 2:00;9;32,6;4;5,9;1700
02.10.2017 0:00;9;32,6;4;5,9;1700
01.10.2017 22:00;9;32,8;4;5,9;1800
01.10.2017 20:00;9;32,7;5;5,9;1800
01.10.2017 18:00;9;32,7;5;5,9;1700
01.10.2017 16:00;9;32,7;3;6;1700
01.10.2017 14:00;9;32,7;3;6;1700
01.10.2017 12:00;9;32,7;3;6;1700
01.10.2017 10:00;9;32,7;3;6;1700
01.10.2017 8:00;9;33;3;6;1800
